id,title,age,rating_cat,genre_cat,runtime,popularity,score,budget,budget_efficiency_cat,director_age,director_experience,director_is_acclaimed,director_is_panned,director_efficiency,star_age,star_experience,star_is_acclaimed,star_is_panned,star_efficiency
2560,Max Keeble's Big Move,23,PG,Comedy,86.0,7700.0,5.4,25000000.0,low,43.0,1,False,False,0.9301505,12.0,1,False,True,2.47132859375
2561,Soul Survivors,23,PG-13,Horror,84.0,8500.0,3.9,17000000.0,low,28.0,0,False,False,0.0,27.0,0,False,False,0.0
2562,Black Knight,23,PG-13,Adventure,95.0,39000.0,4.9,50000000.0,low,47.0,1,False,False,1.7826193,36.0,4,False,True,3.459873524775641
2563,The Shipping News,23,R,Drama,111.0,32000.0,6.7,38000000.0,low,55.0,4,True,False,2.90941002657197,42.0,6,True,False,3.7438903420634926
2564,The Deep End,23,R,Crime,101.0,11000.0,6.6,3000000.0,high,39.0,0,False,False,0.0,41.0,1,False,False,1.344543
2565,Kissing Jessica Stein,23,R,Comedy,97.0,16000.0,6.5,1000000.0,high,35.0,0,False,False,0.0,31.0,0,False,False,0.0
2566,Antitrust,23,PG-13,Action,108.0,29000.0,6.1,30000000.0,low,44.0,1,False,False,1.9735906666666667,27.0,2,False,False,1.4210340339366516
2567,Just Visiting,23,PG-13,Adventure,88.0,18000.0,5.8,35000000.0,low,56.0,0,False,False,0.0,53.0,1,False,False,4.29312
2568,L.I.E.,23,Unrated,Crime,97.0,9600.0,7.1,700000.0,mid,38.0,0,False,False,0.0,55.0,0,False,False,0.0
2569,The Wash,23,R,Comedy,93.0,6700.0,4.8,7000000.0,mid,32.0,0,False,False,0.0,36.0,0,False,False,0.0
2570,Bones,23,R,Crime,96.0,6800.0,4.3,16000000.0,low,50.0,4,False,False,1.900079985945946,30.0,0,False,False,0.0
2571,Say It Isn't So,23,R,Comedy,95.0,13000.0,5.0,25000000.0,low,35.0,0,False,False,0.0,22.0,1,False,True,0.7248765333333334
2572,Texas Rangers,23,PG-13,Action,90.0,5500.0,5.2,38000000.0,low,50.0,6,False,False,5.440561536321195,24.0,1,False,False,3.3933855625
2573,What's the Worst That Could Happen?,23,PG-13,Comedy,94.0,15000.0,5.5,60000000.0,low,54.0,2,False,False,1.7763237424242426,36.0,4,False,True,3.459873524775641
2574,Head Over Heels,23,PG-13,Comedy,86.0,14000.0,5.5,14000000.0,low,37.0,1,False,False,0.4173713333333333,30.0,0,False,False,0.0
2575,Glitter,23,PG-13,Drama,104.0,22000.0,2.3,22000000.0,low,51.0,0,False,False,0.0,32.0,0,False,False,0.0
2576,Down to Earth,23,PG-13,Comedy,87.0,22000.0,5.4,49000000.0,mid,32.0,0,False,False,0.0,36.0,1,False,False,2.992296333333333
2577,Tape,23,R,Drama,86.0,19000.0,7.2,100000.0,high,41.0,4,True,False,3.4851193512077296,31.0,9,True,False,1.2543766738866844
2578,See Spot Run,23,PG,Action,94.0,8800.0,5.4,35000000.0,mid,48.0,1,False,True,0.1977346153846154,30.0,2,False,True,2.2823526583333336
2579,Two Can Play That Game,23,R,Comedy,90.0,6500.0,6.2,13000000.0,mid,21.0,0,False,False,0.0,37.0,0,False,False,0.0
2580,Impostor,23,PG-13,Drama,95.0,23000.0,6.2,30000000.0,low,36.0,2,False,False,1.1587269656084658,31.0,0,False,False,0.0
2581,Metropolis,23,PG-13,Animation,108.0,21000.0,7.2,15000000.0,low,60.0,0,False,False,0.0,55.0,0,False,False,0.0
2582,The Affair of the Necklace,23,R,Drama,118.0,5100.0,6.1,30000000.0,low,60.0,3,False,True,1.7689179962962964,27.0,1,True,False,5.7703035
2583,Lovely & Amazing,23,R,Comedy,91.0,7000.0,6.8,250000.0,high,41.0,0,False,False,0.0,42.0,0,False,False,0.0
2584,Corky Romano,23,PG-13,Comedy,86.0,13000.0,4.7,11000000.0,mid,38.0,0,False,False,0.0,31.0,1,False,False,1.7841861764705882
2585,Recess: School's Out,23,G,Animation,82.0,9800.0,6.6,23000000.0,mid,41.0,0,False,False,0.0,13.0,0,False,False,0.0
2586,The Other Side of Heaven,23,PG,Adventure,113.0,4200.0,6.4,7000000.0,low,41.0,0,False,False,0.0,27.0,0,False,False,0.0
2587,The Grey Zone,23,R,Drama,108.0,10000.0,7.0,5000000.0,low,37.0,0,False,False,0.0,30.0,2,False,True,2.2823526583333336
2588,Novocaine,23,R,Comedy,95.0,11000.0,5.8,8000000.0,low,46.0,0,False,False,0.0,56.0,13,True,True,2.0058764769840414
2589,Charlotte Gray,23,PG-13,Drama,121.0,11000.0,6.4,20000000.0,low,51.0,2,False,False,1.5905439191919193,32.0,2,True,False,3.597557666666667
2590,The Curse of the Jade Scorpion,23,PG-13,Comedy,103.0,38000.0,6.7,33000000.0,low,66.0,20,True,False,0.9106296624426192,36.0,0,False,False,0.0
2591,Spider-Man,22,PG-13,Action,121.0,706000.0,7.3,139000000.0,high,43.0,9,True,False,2.3101329859718214,27.0,3,True,False,1.5120609730994152
2592,The Sum of All Fears,22,PG-13,Action,124.0,108000.0,6.4,68000000.0,mid,52.0,2,False,False,2.3590516242236026,30.0,6,False,False,3.297682301190477
2593,8 Mile,22,R,Drama,110.0,259000.0,7.1,41000000.0,high,57.0,7,True,True,2.476690326575509,30.0,0,False,False,0.0
2594,The Pianist,22,R,Biography,150.0,756000.0,8.5,35000000.0,high,69.0,5,False,False,0.6182078355263159,29.0,0,False,False,0.0
2595,Harry Potter and the Chamber of Secrets,22,PG,Adventure,161.0,572000.0,7.4,100000000.0,high,44.0,8,True,False,5.932222911068681,13.0,1,True,False,8.055745368
2596,The Lord of the Rings: The Two Towers,22,PG-13,Action,179.0,1500000.0,8.7,94000000.0,high,41.0,4,True,False,2.8304808215053763,21.0,3,True,True,4.51346510837469
2597,Road to Perdition,22,R,Crime,117.0,253000.0,7.7,80000000.0,mid,37.0,1,True,False,10.0,46.0,21,True,False,5.535840506812967
2598,Resident Evil,22,R,Action,100.0,254000.0,6.7,33000000.0,high,37.0,3,False,False,2.4921543796296297,27.0,1,False,False,0.7879566705882353
2599,Catch Me If You Can,22,PG-13,Biography,141.0,866000.0,8.1,52000000.0,high,56.0,14,True,False,6.622924445768192,28.0,6,True,False,4.892092791547619
2600,28 Days Later...,22,R,Drama,113.0,386000.0,7.6,8000000.0,high,46.0,3,False,False,1.3589528533333333,26.0,0,False,False,0.0
2601,The Ring,22,PG-13,Horror,115.0,328000.0,7.1,48000000.0,high,38.0,2,False,False,2.9076413728070176,34.0,1,True,False,1.3509097333333333
2602,Signs,22,PG-13,Drama,106.0,344000.0,6.7,72000000.0,high,32.0,3,True,False,4.451756926666667,46.0,21,True,False,3.89704508545778
2603,The Bourne Identity,22,PG-13,Action,119.0,519000.0,7.9,60000000.0,high,37.0,2,False,False,5.71129055,28.0,0,False,False,0.0
2604,Star Wars: Episode II - Attack of the Clones,22,PG,Action,142.0,658000.0,6.5,115000000.0,high,58.0,1,False,False,8.931153973913043,21.0,1,True,False,0.8853255925925926
2605,Secretary,22,R,Comedy,107.0,86000.0,7.0,4000000.0,mid,39.0,0,False,False,0.0,42.0,4,False,True,3.0092902166666664
2606,Scooby-Doo,22,PG,Adventure,86.0,103000.0,5.1,84000000.0,high,44.0,3,False,True,3.8841952423611112,32.0,0,False,False,0.0
2607,Reign of Fire,22,PG-13,Action,101.0,129000.0,6.2,60000000.0,mid,42.0,2,False,False,1.9812822196969695,33.0,4,True,False,1.6733584172155018
2608,Minority Report,22,PG-13,Action,145.0,519000.0,7.6,102000000.0,high,56.0,14,True,False,6.622924445768192,40.0,17,True,True,4.830520433185806
2609,Austin Powers in Goldmember,22,PG-13,Action,94.0,199000.0,6.2,63000000.0,high,45.0,4,False,False,4.970687468344156,39.0,6,True,False,5.437849634217172
2610,Red Dragon,22,R,Crime,124.0,259000.0,7.2,78000000.0,mid,33.0,4,False,False,3.822588638156566,65.0,9,True,False,1.1481700119983764
2611,Gangs of New York,22,R,Crime,167.0,415000.0,7.5,100000000.0,mid,60.0,11,True,False,1.7834041879841678,28.0,6,True,False,4.892092791547619
2612,The Importance of Being Earnest,22,PG,Comedy,97.0,22000.0,6.8,15000000.0,mid,42.0,2,False,False,0.791539025974026,43.0,2,False,False,0.6939973214285715
2613,Sweet Home Alabama,22,PG-13,Comedy,108.0,105000.0,6.2,30000000.0,high,47.0,3,False,False,2.1608724112040134,26.0,2,False,False,3.987434361111111
2614,The Count of Monte Cristo,22,PG-13,Action,131.0,132000.0,7.7,35000000.0,mid,50.0,6,False,False,1.6633231321428574,34.0,1,True,False,1.887049326923077
2615,Adaptation.,22,R,Comedy,115.0,183000.0,7.7,19000000.0,mid,33.0,1,True,False,1.777435923076923,38.0,16,True,True,2.8177724178064487
2616,Unfaithful,22,R,Drama,124.0,83000.0,6.7,50000000.0,mid,61.0,6,True,False,4.745737083283731,53.0,16,True,True,2.438559063960096
2617,Ice Age,22,PG,Animation,81.0,452000.0,7.5,59000000.0,high,45.0,0,False,False,0.0,45.0,1,False,False,1.0399266363636364
2618,Panic Room,22,R,Crime,112.0,266000.0,6.8,48000000.0,high,40.0,4,True,False,4.227616220981242,40.0,6,True,False,3.362030721884402
2619,Insomnia,22,R,Drama,118.0,281000.0,7.2,46000000.0,mid,32.0,2,True,False,6.265004333333334,62.0,13,True,True,2.30312870134047
2620,Men in Black II,22,PG-13,Action,88.0,351000.0,6.2,140000000.0,high,49.0,6,False,True,3.242680237196289,56.0,5,False,False,2.1957594200000004
2621,Lilo & Stitch,22,PG,Animation,92.0,174000.0,7.3,80000000.0,high,32.0,0,False,False,0.0,12.0,1,True,False,10.0
2622,Chicago,22,PG-13,Comedy,113.0,220000.0,7.2,45000000.0,high,42.0,0,False,False,0.0,33.0,3,False,True,3.716276561904762
2623,A Walk to Remember,22,PG,Drama,101.0,203000.0,7.3,11800000.0,high,38.0,1,False,True,2.7065294,18.0,0,False,False,0.0
2624,Treasure Planet,22,PG,Animation,95.0,107000.0,7.2,140000000.0,low,49.0,4,True,False,5.2539095933298325,21.0,0,False,False,0.0
2625,My Big Fat Greek Wedding,22,PG,Comedy,95.0,122000.0,6.6,5000000.0,high,60.0,0,False,False,0.0,40.0,0,False,False,0.0
2626,We Were Soldiers,22,R,Action,138.0,133000.0,7.2,75000000.0,mid,53.0,1,False,False,5.227682914285714,46.0,21,True,False,3.89704508545778
2627,The Sweetest Thing,22,R,Comedy,84.0,56000.0,5.2,43000000.0,mid,36.0,1,False,False,7.271183428571429,30.0,3,False,False,4.401246023297492
2628,xXx,22,PG-13,Action,124.0,175000.0,5.9,70000000.0,high,53.0,5,False,False,3.091196742926065,35.0,1,False,False,5.455408131578947
2629,Equilibrium,22,R,Action,107.0,316000.0,7.4,20000000.0,low,38.0,0,False,False,0.0,28.0,3,True,False,1.90619346984127
2630,The Scorpion King,22,PG-13,Action,92.0,133000.0,5.5,60000000.0,high,44.0,5,False,True,4.686661474067476,30.0,0,False,False,0.0
2631,Punch-Drunk Love,22,R,Comedy,95.0,152000.0,7.3,25000000.0,low,32.0,3,True,False,1.4190447075075074,36.0,6,False,True,4.761826218712828
2632,Die Another Day,22,PG-13,Action,133.0,209000.0,6.1,142000000.0,high,52.0,3,False,False,1.198056946551724,49.0,6,False,False,2.8394209344333103
2633,The Time Machine,22,PG-13,Action,96.0,120000.0,6.0,80000000.0,mid,41.0,0,False,False,0.0,35.0,2,True,False,2.3107712083333336
2634,The Transporter,22,PG-13,Action,92.0,290000.0,6.8,21000000.0,mid,29.0,0,False,False,0.0,35.0,0,False,False,0.0
2635,Blue Crush,22,PG-13,Drama,104.0,30000.0,5.7,25000000.0,mid,41.0,1,False,False,1.5336913846153846,19.0,0,False,False,0.0
2636,Ghost Ship,22,R,Horror,91.0,96000.0,5.5,20000000.0,high,42.0,1,False,False,1.630189523809524,36.0,0,False,False,0.0
2637,Van Wilder,22,R,Comedy,92.0,105000.0,6.4,5000000.0,high,34.0,0,False,False,0.0,26.0,0,False,False,0.0
2638,Maid in Manhattan,22,PG-13,Comedy,105.0,86000.0,5.3,55000000.0,mid,53.0,4,True,True,1.3260705272444948,33.0,4,False,True,2.0468821444968555
2639,Spirit: Stallion of the Cimarron,22,G,Animation,83.0,69000.0,7.2,80000000.0,mid,42.0,0,False,False,0.0,32.0,5,True,False,1.4170935289122808
2640,Blade II,22,R,Action,117.0,204000.0,6.7,54000000.0,mid,38.0,3,True,False,0.874245737037037,40.0,11,False,True,1.8607958703144891
2641,Frida,22,R,Biography,123.0,83000.0,7.4,12000000.0,high,50.0,0,False,False,0.0,36.0,0,False,False,0.0
2642,Phone Booth,22,R,Crime,81.0,255000.0,7.0,13000000.0,high,63.0,13,True,True,2.344952194548981,26.0,2,False,False,0.2028480928571428
2643,About a Boy,22,PG-13,Comedy,101.0,176000.0,7.1,30000000.0,high,33.0,1,False,True,1.4527857551020409,42.0,7,False,False,2.9354880893317508
2644,Confessions of a Dangerous Mind,22,R,Biography,113.0,85000.0,7.0,30000000.0,mid,41.0,0,False,False,0.0,34.0,1,True,False,0.0133005
2645,Kung Pow: Enter the Fist,22,PG-13,Action,81.0,44000.0,6.2,10000000.0,mid,41.0,2,False,False,4.429359663333334,41.0,0,False,False,0.0
2646,Hero,22,PG-13,Action,120.0,176000.0,7.9,31000000.0,high,51.0,0,False,False,0.0,39.0,3,False,False,2.576434834829932
2647,Star Trek: Nemesis,22,PG-13,Action,116.0,75000.0,6.4,60000000.0,mid,55.0,2,False,False,1.961872762878788,62.0,4,True,False,3.1277212789928845
2648,Eight Legged Freaks,22,PG-13,Action,99.0,53000.0,5.4,30000000.0,mid,32.0,0,False,False,0.0,31.0,4,False,True,1.4798098720238095
2649,Queen of the Damned,22,R,Drama,101.0,53000.0,5.3,35000000.0,mid,39.0,1,False,False,2.001636285714285,23.0,0,False,False,0.0
2650,Femme Fatale,22,R,Crime,114.0,34000.0,6.2,35000000.0,low,62.0,13,True,False,2.110480529625439,30.0,0,False,False,0.0
2651,The Hours,22,PG-13,Drama,110.0,127000.0,7.5,25000000.0,high,42.0,1,True,False,10.0,53.0,13,True,False,1.8901897258026967
2652,40 Days and 40 Nights,22,R,Comedy,96.0,72000.0,5.6,17000000.0,high,45.0,3,False,False,0.2500125350427351,24.0,1,True,False,1.8803222934782609
2653,One Hour Photo,22,R,Drama,96.0,117000.0,6.8,12000000.0,high,43.0,0,False,False,0.0,51.0,20,True,True,3.275910281893965
2654,Cabin Fever,22,R,Horror,93.0,75000.0,5.6,1500000.0,high,30.0,0,False,False,0.0,27.0,0,False,False,0.0
2655,The New Guy,22,PG-13,Comedy,88.0,34000.0,5.9,13000000.0,mid,43.0,0,False,False,0.0,24.0,0,False,False,0.0
2656,Orange County,22,PG-13,Comedy,82.0,48000.0,6.2,18000000.0,mid,28.0,1,False,False,0.4174942,25.0,0,False,False,0.0
2657,Mr. Deeds,22,PG-13,Comedy,96.0,138000.0,5.8,50000000.0,high,40.0,1,False,True,0.6857917058823529,36.0,6,False,True,4.761826218712828
2658,John Q,22,PG-13,Crime,116.0,127000.0,7.1,36000000.0,mid,43.0,1,False,False,0.404525,48.0,13,True,False,1.6189675376654704
2659,Crossroads,22,PG-13,Comedy,93.0,39000.0,3.6,12000000.0,high,40.0,4,False,False,1.9917043083333332,21.0,0,False,False,0.0
2660,25th Hour,22,R,Drama,135.0,172000.0,7.6,5000000.0,high,45.0,12,True,True,2.339994868982961,33.0,1,True,False,1.19375635
2661,Infernal Affairs,22,R,Action,101.0,120000.0,8.0,6428966.0,mid,42.0,0,False,False,0.0,41.0,0,False,False,0.0
2662,Solaris,22,PG-13,Drama,99.0,80000.0,6.2,47000000.0,low,39.0,10,True,False,2.687921729699541,41.0,6,True,False,2.613411094365618
2663,Like Mike,22,PG,Comedy,99.0,20000.0,5.3,30000000.0,mid,73.0,1,False,False,2.6580481176470587,15.0,0,False,False,0.0
2664,The Rules of Attraction,22,R,Comedy,110.0,50000.0,6.6,4000000.0,mid,37.0,1,False,False,0.2793073333333333,25.0,2,False,True,1.7067419917763156
2665,I Spy,22,PG-13,Action,97.0,50000.0,5.4,70000000.0,low,55.0,4,False,True,2.7296586228021007,41.0,18,True,True,3.6392705678991786
2666,The Mothman Prophecies,22,PG-13,Drama,119.0,77000.0,6.4,32000000.0,mid,40.0,1,False,False,1.3247519677419357,53.0,16,True,True,2.438559063960096
2667,Antwone Fisher,22,PG-13,Biography,120.0,34000.0,7.3,12500000.0,mid,48.0,0,False,False,0.0,48.0,13,True,False,1.6189675376654704
2668,The Good Girl,22,R,Drama,93.0,44000.0,6.4,8000000.0,mid,37.0,1,False,False,4.72826,33.0,2,False,False,3.780130383333333
2669,Spun,22,Unrated,Comedy,101.0,37000.0,6.8,2000000.0,low,37.0,0,False,False,0.0,22.0,1,True,False,1.910678111111111
2670,Sympathy for Mr. Vengeance,22,R,Crime,129.0,65000.0,7.6,4000000.0,low,39.0,0,False,False,0.0,35.0,0,False,False,0.0
2671,Enough,22,PG-13,Crime,115.0,41000.0,5.8,38000000.0,mid,61.0,9,False,True,1.8427025818747809,33.0,4,False,True,2.0468821444968555
2672,High Crimes,22,PG-13,Crime,115.0,40000.0,6.4,42000000.0,mid,53.0,2,False,False,0.7425181111111111,34.0,1,True,False,1.887049326923077
2673,Two Weeks Notice,22,PG-13,Comedy,101.0,111000.0,6.1,60000000.0,high,43.0,0,False,False,0.0,38.0,8,False,True,3.352708829478286
2674,Death to Smoochy,22,R,Comedy,109.0,39000.0,6.3,50000000.0,low,58.0,4,False,False,3.0161461863247867,51.0,20,True,True,3.275910281893965
2675,The Four Feathers,22,PG-13,Action,132.0,33000.0,6.5,35000000.0,low,57.0,1,True,False,2.7383547333333333,23.0,2,False,False,1.7950594423076922
2676,Better Luck Tomorrow,22,R,Crime,101.0,9400.0,7.0,250000.0,high,31.0,0,False,False,0.0,29.0,0,False,False,0.0
2677,Big Fat Liar,22,PG,Adventure,88.0,36000.0,5.5,15000000.0,high,34.0,0,False,False,0.0,17.0,1,False,False,5.924626833333333
2678,About Schmidt,22,R,Comedy,125.0,124000.0,7.1,30000000.0,high,41.0,2,False,False,0.3455594866666666,65.0,14,True,True,1.3604175251474104
2679,The Master of Disguise,22,PG,Adventure,80.0,23000.0,3.3,16000000.0,mid,38.0,0,False,False,0.0,47.0,0,False,False,0.0
2680,Drumline,22,PG-13,Comedy,118.0,34000.0,5.9,20000000.0,mid,36.0,0,False,False,0.0,22.0,0,False,False,0.0
2681,Halloween: Resurrection,22,R,Horror,94.0,39000.0,4.0,13000000.0,mid,53.0,1,False,False,10.0,44.0,5,False,True,4.664102836156864
2682,Windtalkers,22,R,Action,134.0,67000.0,6.1,115000000.0,low,56.0,4,False,False,3.642277087805556,38.0,16,True,True,2.8177724178064487
2683,Friday After Next,22,R,Comedy,85.0,26000.0,5.8,10000000.0,high,37.0,0,False,False,0.0,33.0,2,False,False,6.750269428571428
2684,Eye See You,22,R,Crime,96.0,25000.0,5.3,55000000.0,low,54.0,1,False,False,7.387419647058824,56.0,23,True,True,2.8798502743930894
2685,Undercover Brother,22,PG-13,Action,86.0,34000.0,5.9,25000000.0,mid,32.0,1,False,False,3.8415311111111112,34.0,0,False,False,0.0
2686,Spy Kids 2: Island of Lost Dreams,22,PG,Action,100.0,62000.0,5.2,38000000.0,high,34.0,6,False,False,3.8276302205931496,14.0,1,False,False,4.226690857142857
2687,Tuck Everlasting,22,PG,Drama,90.0,22000.0,6.6,15000000.0,mid,42.0,1,False,False,5.924626833333333,21.0,0,False,False,0.0
2688,The Rookie,22,G,Drama,127.0,33000.0,6.9,22000000.0,high,46.0,0,False,False,0.0,48.0,8,False,True,1.48925824463356
2689,Murder by Numbers,22,R,Crime,115.0,54000.0,6.2,50000000.0,mid,61.0,5,False,False,0.9951987487142856,38.0,8,False,True,3.352708829478286
2690,Hart's War,22,R,Drama,125.0,51000.0,6.3,70000000.0,low,58.0,2,True,False,2.808757539247312,47.0,21,True,True,2.52334259464794
2691,Swept Away,22,R,Comedy,89.0,16000.0,3.6,10000000.0,low,34.0,0,False,False,0.0,44.0,4,False,True,1.102794096693405
2692,May,22,R,Comedy,93.0,34000.0,6.6,500000.0,low,27.0,0,False,False,0.0,29.0,0,False,False,0.0
2693,Dragonfly,22,PG-13,Drama,104.0,37000.0,6.1,60000000.0,low,44.0,4,False,False,5.298945017592592,47.0,17,True,False,3.376836087898311
2694,Juwanna Mann,22,PG-13,Comedy,91.0,6400.0,4.6,15600000.0,low,5.0,0,False,False,0.0,43.0,0,False,False,0.0
2695,Divine Secrets of the Ya-Ya Sisterhood,22,PG-13,Drama,116.0,19000.0,6.1,27000000.0,mid,45.0,0,False,False,0.0,38.0,8,False,True,3.352708829478286
2696,Dirty Pretty Things,22,R,Crime,97.0,41000.0,7.3,10000000.0,mid,61.0,4,True,False,1.193802156788247,25.0,0,False,False,0.0
2697,The Tuxedo,22,PG-13,Action,98.0,81000.0,5.4,60000000.0,mid,32.0,0,False,False,0.0,48.0,8,True,False,3.698346675631313
2698,Swimfan,22,PG-13,Drama,85.0,19000.0,5.1,10000000.0,high,37.0,0,False,False,0.0,23.0,1,True,False,0.151778875
2699,Serving Sara,22,PG-13,Comedy,99.0,17000.0,5.3,29000000.0,low,41.0,3,False,True,4.56431003968254,33.0,1,False,False,1.4740714
2700,K-19: The Widowmaker,22,PG-13,Drama,138.0,61000.0,6.7,100000000.0,low,51.0,4,False,False,1.0909866290178571,60.0,18,True,True,4.373412968725327
2701,Stuart Little 2,22,PG,Animation,77.0,51000.0,5.5,120000000.0,mid,40.0,1,False,False,2.256656894736842,41.0,12,True,False,3.8163092134039953
2702,Igby Goes Down,22,R,Comedy,98.0,32000.0,6.9,9000000.0,low,37.0,0,False,False,0.0,20.0,0,False,False,0.0
2703,Rollerball,22,PG-13,Action,98.0,26000.0,3.1,70000000.0,low,51.0,8,True,False,3.511018035045372,23.0,2,False,True,0.6088461266666667
2704,Changing Lanes,22,R,Drama,98.0,68000.0,6.5,45000000.0,mid,46.0,1,False,False,8.664039952380952,30.0,6,False,False,3.297682301190477
2705,White Oleander,22,PG-13,Drama,109.0,30000.0,7.1,16000000.0,mid,46.0,0,False,False,0.0,44.0,6,False,True,2.030513388809474
2706,Below,22,R,Action,105.0,21000.0,6.2,40000000.0,low,47.0,2,False,False,1.437520076521739,46.0,0,False,False,0.0
2707,Big Trouble,22,PG-13,Comedy,85.0,20000.0,6.5,40000000.0,low,49.0,6,False,True,3.242680237196289,49.0,4,False,True,3.371125407724567
2708,Far from Heaven,22,PG-13,Drama,107.0,45000.0,7.4,13500000.0,mid,41.0,2,False,False,1.8306825,42.0,1,False,False,0.512245
2709,Bubba Ho-Tep,22,R,Comedy,92.0,47000.0,7.0,1000000.0,mid,48.0,2,False,False,2.0923415,44.0,3,True,False,3.712912940355941
2710,S1m0ne,22,PG-13,Comedy,117.0,59000.0,6.1,10000000.0,mid,38.0,1,True,False,0.3481326944444444,62.0,13,True,True,2.30312870134047
2711,Auto Focus,22,R,Biography,105.0,13000.0,6.6,7000000.0,low,56.0,5,True,False,1.3014719811111113,39.0,1,False,True,0.3244783181818181
2712,Blood Work,22,R,Action,110.0,43000.0,6.4,50000000.0,low,72.0,16,True,False,3.0681272101089805,72.0,18,True,True,3.119955922756956
2713,Collateral Damage,22,R,Action,108.0,73000.0,5.5,85000000.0,low,56.0,7,True,False,3.1726964474829926,55.0,21,True,True,3.7147559039623457
2714,Undisputed,22,R,Action,94.0,30000.0,6.2,20000000.0,low,60.0,13,False,True,1.5035545617949846,40.0,11,False,True,1.8607958703144891
2715,The Salton Sea,22,R,Crime,103.0,30000.0,7.1,18000000.0,low,37.0,0,False,False,0.0,43.0,11,False,True,1.5483432259329584
2716,Ju-on: The Grudge,22,R,Horror,92.0,42000.0,6.7,3500000.0,mid,30.0,0,False,False,0.0,23.0,0,False,False,0.0
2717,Barbershop,22,PG-13,Comedy,102.0,30000.0,6.3,12000000.0,high,32.0,0,False,False,0.0,33.0,2,False,False,6.750269428571428
2718,Whale Rider,22,PG-13,Drama,101.0,40000.0,7.5,3500000.0,high,36.0,0,False,False,0.0,12.0,0,False,False,0.0
2719,Rabbit-Proof Fence,22,PG,Adventure,94.0,28000.0,7.4,6000000.0,mid,52.0,7,False,True,2.1684787004647768,14.0,0,False,False,0.0
2720,Trapped,22,R,Action,106.0,23000.0,6.2,30000000.0,low,48.0,2,False,False,1.0233360056603775,44.0,8,False,False,2.325471344473533
2721,Narc,22,R,Crime,105.0,39000.0,7.1,6500000.0,mid,33.0,0,False,False,0.0,48.0,4,False,True,0.3719295366161616
2722,Dark Blue,22,R,Crime,118.0,21000.0,6.6,15000000.0,low,57.0,4,False,False,2.4244515770923525,51.0,13,True,False,1.679145351116769
2723,Dahmer,22,R,Biography,101.0,9700.0,5.6,250000.0,low,49.0,0,False,False,0.0,31.0,0,False,False,0.0
